Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SCOTTS 28,"2,368,000","1,097.93","2,157",Jan-24,SCOTTS ROAD,Resale,Strata,102,"23,216",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
SENNETT RESIDENCE,"1,550,000",861.12,"1,800",Jan-24,PHENG GECK AVENUE,Resale,Strata,80,"19,375",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,11 to 15
CUBE 8,"1,038,000",559.73,"1,854",Jan-24,THOMSON ROAD,Resale,Strata,52,"19,962",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
PARC VISTA,"1,450,000","1,259.39","1,151",Jan-24,CORPORATION ROAD,Resale,Strata,117,"12,393",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
THE BALE,"1,800,000","1,205.57","1,493",Jan-24,LORONG H TELOK KURAU,Resale,Strata,112,"16,071",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
KERRISDALE,"3,200,000","2,421.9","1,321",Jan-24,STURDEE ROAD,Resale,Strata,225,"14,222",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,26 to 30
RIVER ISLES,"1,450,000","1,140.98","1,271",Jan-24,EDGEDALE PLAINS,Resale,Strata,106,"13,679",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
CENTRA SUITES,"715,000",452.09,"1,582",Jan-24,LORONG 25A GEYLANG,Resale,Strata,42,"17,024",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
NOUVELLE PARK,"1,700,000","1,151.75","1,476",Jan-24,POH HUAT ROAD WEST,Resale,Strata,107,"15,888",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
ST MARTIN'S APARTMENT,"2,328,000","1,108.69","2,100",Jan-24,ST. MARTIN'S DRIVE,Resale,Strata,103,"22,602",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PEBBLE BAY,"4,210,000","2,766.35","1,522",Jan-24,TANJONG RHU ROAD,Resale,Strata,257,"16,381",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
THE ESTA,"3,150,000","1,399.32","2,251",Jan-24,AMBER GARDENS,Resale,Strata,130,"24,231",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE PALETTE,"1,138,000",882.65,"1,289",Jan-24,PASIR RIS GROVE,Resale,Strata,82,"13,878",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE QUARTZ,"1,450,000","1,173.28","1,236",Jan-24,COMPASSVALE BOW,Resale,Strata,109,"13,303",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,01 to 05
AMARANDA GARDENS,"2,280,000","1,162.51","1,961",Jan-24,SERANGOON AVENUE 3,Resale,Strata,108,"21,111",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,450,000",624.31,"2,323",Jan-24,STIRLING ROAD,Resale,Strata,58,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"2,638,888","1,367.03","1,930",Jan-24,ALEXANDRA VIEW,Resale,Strata,127,"20,779",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
D'HIRO@HILLSIDE,"1,380,000","1,108.69","1,245",Jan-24,HILLSIDE DRIVE,Resale,Strata,103,"13,398",-,Apartment,1,999 yrs lease commencing from 1876,19,Outside Central Region,01 to 05
CAIRNHILL RESIDENCES,"2,980,000","1,162.51","2,563",Jan-24,CAIRNHILL CIRCLE,Resale,Strata,108,"27,593",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
BALLOTA PARK CONDOMINIUM,"990,000","1,011.82",978,Jan-24,MARIAM WAY,Resale,Strata,94,"10,532",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE CLEMENT CANOPY,"1,160,000",635.08,"1,827",Jan-24,CLEMENTI AVENUE 1,Resale,Strata,59,"19,661",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,21 to 25
HILLVIEW PARK,"1,300,000",775.01,"1,677",Jan-24,HILLVIEW AVENUE,Resale,Strata,72,"18,056",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
NATHAN SUITES,"2,380,000",914.94,"2,601",Jan-24,NATHAN ROAD,Resale,Strata,85,"28,000",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE SANTORINI,"1,880,000","1,420.85","1,323",Jan-24,TAMPINES STREET 86,Resale,Strata,132,"14,242",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
STIRLING RESIDENCES,"2,560,000","1,054.87","2,427",Jan-24,STIRLING ROAD,Resale,Strata,98,"26,122",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
BARTLEY RIDGE,"1,880,000",968.76,"1,941",Jan-24,MOUNT VERNON ROAD,Resale,Strata,90,"20,889",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE ROCHESTER RESIDENCES,"1,638,000","1,280.92","1,279",Jan-24,ROCHESTER DRIVE,Resale,Strata,119,"13,765",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
SYMPHONY HEIGHTS,"1,520,000","1,033.34","1,471",Jan-24,HUME AVENUE,Resale,Strata,96,"15,833",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
HILLINGTON GREEN,"2,375,000","1,528.49","1,554",Jan-24,HILLVIEW AVENUE,Resale,Strata,142,"16,725",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,06 to 10
RIVER ISLES,"1,240,000",947.23,"1,309",Jan-24,EDGEDALE PLAINS,Resale,Strata,88,"14,091",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
CAVENAGH GARDENS,"2,300,000","1,550.02","1,484",Jan-24,CAVENAGH ROAD,Resale,Strata,144,"15,972",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE CREST,"1,650,000",839.59,"1,965",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,78,"21,154",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
LAUREL TREE,"720,000",462.85,"1,556",Jan-24,HILLVIEW TERRACE,Resale,Strata,43,"16,744",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
RIVERVALE CREST,"1,450,000","1,453.14",998,Jan-24,RIVERVALE CRESCENT,Resale,Strata,135,"10,741",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
WATERFRONT WAVES,"2,060,000","1,323.97","1,556",Jan-24,BEDOK RESERVOIR ROAD,Resale,Strata,123,"16,748",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
ATTITUDE AT KIM YAM,"775,000",355.21,"2,182",Jan-24,KIM YAM ROAD,Resale,Strata,33,"23,485",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
BISHAN PARK CONDOMINIUM,"1,968,000","1,474.67","1,335",Jan-24,SIN MING WALK,Resale,Strata,137,"14,365",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,06 to 10
THE CAPE,"1,850,000",850.36,"2,176",Jan-24,AMBER ROAD,Resale,Strata,79,"23,418",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
PARC BLEU,"1,435,000","1,119.46","1,282",Jan-24,JOO CHIAT PLACE,Resale,Strata,104,"13,798",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ESTIQUE,"1,850,000","1,302.44","1,420",Jan-24,ROSE LANE,Resale,Strata,121,"15,289",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
AMANINDA,"1,200,000",678.13,"1,770",Jan-24,THOMSON ROAD,Resale,Strata,63,"19,048",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VACANZA @ EAST,"1,150,000",882.65,"1,303",Jan-24,LENGKONG TUJOH,Resale,Strata,82,"14,024",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
TREE HOUSE,"1,860,000","1,227.1","1,516",Jan-24,CHESTNUT AVENUE,Resale,Strata,114,"16,316",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
BALMORAL HILLS,"3,260,000","1,388.56","2,348",Jan-24,BALMORAL PARK,Resale,Strata,129,"25,271",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
RIVER ISLES,"1,800,000","1,442.38","1,248",Jan-24,EDGEDALE PLAINS,Resale,Strata,134,"13,433",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
THE GALE,"2,690,000","2,540.3","1,059",Jan-24,FLORA ROAD,Resale,Strata,236,"11,398",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
LAGUNA PARK,"1,928,000","1,614.6","1,194",Jan-24,MARINE PARADE ROAD,Resale,Strata,150,"12,853",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,010,000",688.9,"1,466",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,64,"15,781",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
D'LEEDON,"1,270,000",635.08,"2,000",Jan-24,LEEDON HEIGHTS,Resale,Strata,59,"21,525",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
CHANTILLY RISE,"1,880,000","1,539.25","1,221",Jan-24,HILLVIEW AVENUE,Resale,Strata,143,"13,147",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
WHISTLER GRAND,"2,218,000","1,280.92","1,732",Jan-24,WEST COAST VALE,Resale,Strata,119,"18,639",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"2,250,000","1,528.49","1,472",Jan-24,WEST COAST ROAD,Resale,Strata,142,"15,845",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
ROBIN RESIDENCES,"3,880,000","1,539.25","2,521",Jan-24,ROBIN DRIVE,Resale,Strata,143,"27,133",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
WATERVIEW,"1,260,000",925.7,"1,361",Jan-24,TAMPINES AVENUE 1,Resale,Strata,86,"14,651",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
PARC ESTA,"2,138,000",958,"2,232",Jan-24,SIMS AVENUE,Resale,Strata,89,"24,022",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
THE CASCADIA,"1,980,000",990.29,"1,999",Jan-24,BUKIT TIMAH ROAD,Resale,Strata,92,"21,522",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
PARC BOTANNIA,"975,000",592.02,"1,647",Jan-24,FERNVALE STREET,Resale,Strata,55,"17,727",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
TURQUOISE,"3,000,000","2,163.56","1,387",Jan-24,COVE DRIVE,Resale,Strata,201,"14,925",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
HERITAGE VIEW,"1,950,000","1,313.21","1,485",Jan-24,DOVER RISE,Resale,Strata,122,"15,984",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
HIGH OAK CONDOMINIUM,"1,398,888",990.29,"1,413",Jan-24,TOH TUCK ROAD,Resale,Strata,92,"15,205",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
JLB RESIDENCES,"1,330,800","1,001.05","1,329",Jan-24,JALAN LOYANG BESAR,Resale,Strata,93,"14,310",-,Apartment,1,946 yrs lease commencing from 1937,17,Outside Central Region,01 to 05
TREASURE GARDENS,"1,260,000","1,033.34","1,219",Jan-24,TEOW HOCK AVENUE,Resale,Strata,96,"13,125",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"876,000",516.67,"1,695",Jan-24,UPPER PAYA LEBAR ROAD,Resale,Strata,48,"18,250",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
NEWEST,"2,800,000","2,518.78","1,112",Jan-24,WEST COAST DRIVE,Resale,Strata,234,"11,966",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE ARC AT DRAYCOTT,"3,500,000","1,270.15","2,756",Jan-24,DRAYCOTT DRIVE,Resale,Strata,118,"29,661",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
THE WATERINA,"2,500,000","1,313.21","1,904",Jan-24,LORONG 40 GEYLANG,Resale,Strata,122,"20,492",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PALM OASIS,"1,090,000",742.72,"1,468",Jan-24,LORONG H TELOK KURAU,Resale,Strata,69,"15,797",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
MILLAGE,"820,000",548.96,"1,494",Jan-24,CHANGI ROAD,Resale,Strata,51,"16,078",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
CITYLIGHTS,"1,600,000",925.7,"1,728",Jan-24,JELLICOE ROAD,Resale,Strata,86,"18,605",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,06 to 10
LE CONNEY PARK,"1,700,000","1,205.57","1,410",Jan-24,LORONG L TELOK KURAU,Resale,Strata,112,"15,179",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PRINCIPAL GARDEN,"1,835,000",796.54,"2,304",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,797",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
EAST PALM,"1,700,000","1,054.87","1,612",Jan-24,PALM ROAD,Resale,Strata,98,"17,347",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"975,000",462.85,"2,107",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,43,"22,674",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ONE DRAYCOTT,"2,300,000",731.95,"3,142",Jan-24,DRAYCOTT PARK,Resale,Strata,68,"33,824",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
76 SHENTON,"1,200,000",592.02,"2,027",Jan-24,SHENTON WAY,Resale,Strata,55,"21,818",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,26 to 30
TG MANSION,"1,600,000","1,248.62","1,281",Jan-24,LORONG H TELOK KURAU,Resale,Strata,116,"13,793",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"1,150,000","1,270.15",905,Jan-24,FLORA ROAD,Resale,Strata,118,"9,746",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,600,000",882.65,"1,813",Jan-24,KEPPEL BAY VIEW,Resale,Strata,82,"19,512",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
SOMMERVILLE PARK,"5,405,500","2,680.24","2,017",Jan-24,FARRER DRIVE,Resale,Strata,249,"21,709",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE TAPESTRY,"1,332,000",807.3,"1,650",Jan-24,TAMPINES STREET 86,Resale,Strata,75,"17,760",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
SANT RITZ,"883,000",527.44,"1,674",Jan-24,PHENG GECK AVENUE,Resale,Strata,49,"18,020",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
ECO SANCTUARY,"1,200,000",775.01,"1,548",Jan-24,CHESTNUT AVENUE,Resale,Strata,72,"16,667",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
HILLINGTON GREEN,"2,190,000","1,356.26","1,615",Jan-24,HILLVIEW AVENUE,Resale,Strata,126,"17,381",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,01 to 05
NEWTON EDGE,"1,868,000",914.94,"2,042",Jan-24,MAKEWAY AVENUE,Resale,Strata,85,"21,976",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SIMS URBAN OASIS,"785,000",409.03,"1,919",Jan-24,SIMS DRIVE,Resale,Strata,38,"20,658",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE SAIL @ MARINA BAY,"1,650,000",882.65,"1,869",Jan-24,MARINA BOULEVARD,Resale,Strata,82,"20,122",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,26 to 30
THE MILTONIA RESIDENCES,"1,660,000","1,517.72","1,094",Jan-24,MILTONIA CLOSE,Resale,Strata,141,"11,773",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Jan-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
BLUE HORIZON,"1,348,000",968.76,"1,391",Jan-24,WEST COAST CRESCENT,Resale,Strata,90,"14,978",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
VARSITY PARK CONDOMINIUM,"2,295,888","1,571.54","1,461",Jan-24,WEST COAST ROAD,Resale,Strata,146,"15,725",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,168,000",850.36,"1,374",Jan-24,UPPER SERANGOON VIEW,Resale,Strata,79,"14,785",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
WATERTOWN,"1,890,000","1,108.69","1,705",Jan-24,PUNGGOL CENTRAL,Resale,Strata,103,"18,350",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
FAR HORIZON GARDENS,"1,280,000","1,151.75","1,111",Jan-24,ANG MO KIO AVENUE 9,Resale,Strata,107,"11,963",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,01 to 05
SUNGLADE,"1,330,000",861.12,"1,545",Jan-24,SERANGOON AVENUE 2,Resale,Strata,80,"16,625",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
CANBERRA RESIDENCES,"1,420,000","1,323.97","1,073",Jan-24,CANBERRA DRIVE,Resale,Strata,123,"11,545",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE WATERINA,"2,550,000","1,345.5","1,895",Jan-24,LORONG 40 GEYLANG,Resale,Strata,125,"20,400",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SEAHILL,"840,000",505.91,"1,660",Jan-24,WEST COAST CRESCENT,Resale,Strata,47,"17,872",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
RIVERVALE CREST,"1,158,000","1,162.51",996,Jan-24,RIVERVALE CRESCENT,Resale,Strata,108,"10,722",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,11 to 15
THE CLEMENT CANOPY,"2,550,000","1,345.5","1,895",Jan-24,CLEMENTI AVENUE 1,Resale,Strata,125,"20,400",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,16 to 20
WATERTOWN,"2,758,888","1,474.67","1,871",Jan-24,PUNGGOL CENTRAL,Resale,Strata,137,"20,138",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
HELIOS RESIDENCES,"4,600,000","1,915.99","2,401",Jan-24,CAIRNHILL CIRCLE,Resale,Strata,178,"25,843",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
SKIES MILTONIA,"722,000",484.38,"1,491",Jan-24,MILTONIA CLOSE,Resale,Strata,45,"16,044",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
RV RESIDENCES,"985,000",452.09,"2,179",Jan-24,RIVER VALLEY ROAD,Resale,Strata,42,"23,452",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
IVORY HEIGHTS,"1,835,000","1,948.28",942,Jan-24,JURONG EAST STREET 13,Resale,Strata,181,"10,138",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,01 to 05
GUILIN VIEW,"1,718,000","1,743.77",985,Jan-24,BUKIT BATOK STREET 52,Resale,Strata,162,"10,605",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
COSTA DEL SOL,"2,180,000","1,313.21","1,660",Jan-24,BAYSHORE ROAD,Resale,Strata,122,"17,869",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
THE MINTON,"1,418,888",979.52,"1,449",Jan-24,HOUGANG STREET 11,Resale,Strata,91,"15,592",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE CASCADIA,"1,920,000",990.29,"1,939",Jan-24,BUKIT TIMAH ROAD,Resale,Strata,92,"20,870",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
BEDOK RESIDENCES,"1,580,000",882.65,"1,790",Jan-24,BEDOK NORTH DRIVE,Resale,Strata,82,"19,268",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
SKY VUE,"1,690,000",807.3,"2,093",Jan-24,BISHAN STREET 15,Resale,Strata,75,"22,533",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
EASTWOOD CENTRE,"1,250,000","1,334.74",937,Jan-24,EASTWOOD ROAD,Resale,Strata,124,"10,081",-,Apartment,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
STARLIGHT SUITES,"1,890,000",850.36,"2,223",Jan-24,RIVER VALLEY CLOSE,Resale,Strata,79,"23,924",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
MAYFAIR GARDENS,"1,280,000",635.08,"2,016",Jan-24,RIFLE RANGE ROAD,Resale,Strata,59,"21,695",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
D'NEST,"1,360,000",968.76,"1,404",Jan-24,PASIR RIS GROVE,Resale,Strata,90,"15,111",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIVERSAILS,"1,185,000",882.65,"1,343",Jan-24,UPPER SERANGOON CRESCENT,Resale,Strata,82,"14,451",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
COCO PALMS,"1,900,000","1,259.39","1,509",Jan-24,PASIR RIS GROVE,Resale,Strata,117,"16,239",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,920,000","1,474.67","1,302",Jan-24,BRISTOL ROAD,Resale,Strata,137,"14,015",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
SEASONS VIEW,"1,290,000",968.76,"1,332",Jan-24,PEMIMPIN DRIVE,Resale,Strata,90,"14,333",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10
LAKE GRANDE,"1,470,000",818.06,"1,797",Jan-24,JURONG LAKE LINK,Resale,Strata,76,"19,342",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"1,250,000","1,001.05","1,249",Jan-24,FLORA DRIVE,Resale,Strata,93,"13,441",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
TWIN VEW,"2,730,000","1,517.72","1,799",Jan-24,WEST COAST VALE,Resale,Strata,141,"19,362",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
ADRIA,"1,230,000",538.2,"2,285",Jan-24,DERBYSHIRE ROAD,Resale,Strata,50,"24,600",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
VETRO,"658,000",473.62,"1,389",Jan-24,MAR THOMA ROAD,Resale,Strata,44,"14,955",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
THE ARCADIA,"4,600,000","3,735.11","1,232",Jan-24,ARCADIA ROAD,Resale,Strata,347,"13,256",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
EIGHT RIVERSUITES,"1,668,000",936.47,"1,781",Jan-24,WHAMPOA EAST,Resale,Strata,87,"19,172",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
BULLION PARK,"1,298,000",807.3,"1,608",Jan-24,LENTOR LOOP,Resale,Strata,75,"17,307",-,Condominium,1,Freehold,26,Outside Central Region,06 to 10
