Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
57 @ KOVAN,"1,560,000","1,356.26","1,150",Mar-22,KOVAN ROAD,Resale,Strata,126,"12,381",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BLISS@KOVAN,"2,418,888","2,357.32","1,026",Mar-22,SIMON LANE,Resale,Strata,219,"11,045",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
ONE SHENTON,"1,100,000",538.2,"2,044",Mar-22,SHENTON WAY,Resale,Strata,50,"22,000",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,36 to 40
GUILLEMARD SUITES,"820,000",635.08,"1,291",Mar-22,GUILLEMARD ROAD,Resale,Strata,59,"13,898",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE MAKENA,"3,100,000","1,743.77","1,778",Mar-22,MEYER ROAD,Resale,Strata,162,"19,136",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
MARINA ONE RESIDENCES,"1,678,604",731.95,"2,293",Mar-22,MARINA WAY,Resale,Strata,68,"24,685",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
QUEENS PEAK,"862,888",441.32,"1,955",Mar-22,DUNDEE ROAD,Resale,Strata,41,"21,046",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
WATERTOWN,"1,650,000","1,108.69","1,488",Mar-22,PUNGGOL CENTRAL,Resale,Strata,103,"16,019",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,070,000","1,140.98",938,Mar-22,SIMEI STREET 3,Resale,Strata,106,"10,094",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
MANDARIN GARDENS,"1,000,000",731.95,"1,366",Mar-22,SIGLAP ROAD,Resale,Strata,68,"14,706",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,16 to 20
Q BAY RESIDENCES,"850,888",796.54,"1,068",Mar-22,TAMPINES STREET 86,Resale,Strata,74,"11,498",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE TRILINQ,"1,900,000","1,356.26","1,401",Mar-22,JALAN LEMPENG,Resale,Strata,126,"15,079",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
111 EMERALD HILL,"5,350,000","2,497.25","2,142",Mar-22,EMERALD HILL ROAD,Resale,Strata,232,"23,060",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE POIZ RESIDENCES,"748,000",419.8,"1,782",Mar-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"19,179",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
DOVER PARKVIEW,"1,155,000",968.76,"1,192",Mar-22,DOVER RISE,Resale,Strata,90,"12,833",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"988,000",387.5,"2,550",Mar-22,OUTRAM ROAD,Resale,Strata,36,"27,444",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
E MAISON,"1,350,000",904.18,"1,493",Mar-22,BRADDELL ROAD,Resale,Strata,84,"16,071",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"713,888",516.67,"1,382",Mar-22,HILLVIEW RISE,Resale,Strata,48,"14,873",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
KOVAN MELODY,"1,650,000","1,302.44","1,267",Mar-22,KOVAN ROAD,Resale,Strata,121,"13,636",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
AMBER POINT,"2,830,000","1,668.42","1,696",Mar-22,AMBER ROAD,Resale,Strata,155,"18,258",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE PALETTE,"960,000",753.48,"1,274",Mar-22,PASIR RIS GROVE,Resale,Strata,70,"13,714",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
FOREST WOODS,"1,068,000",602.78,"1,772",Mar-22,LORONG LEW LIAN,Resale,Strata,56,"19,071",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
AMARANDA GARDENS,"2,150,888","1,259.39","1,708",Mar-22,SERANGOON AVENUE 3,Resale,Strata,117,"18,384",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
SYMPHONY SUITES,"1,220,000","1,022.58","1,193",Mar-22,YISHUN CLOSE,Resale,Strata,95,"12,842",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE SCALA,"815,000",473.62,"1,721",Mar-22,SERANGOON AVENUE 3,Resale,Strata,44,"18,523",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
THE PROMENADE@PELIKAT,"635,000",484.38,"1,311",Mar-22,JALAN PELIKAT,Resale,Strata,45,"14,111",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE ABERDEEN,"1,400,000","1,108.69","1,263",Mar-22,JALAN TAMAN,Resale,Strata,103,"13,592",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
THE TRILINQ,"1,530,000",914.94,"1,672",Mar-22,JALAN LEMPENG,Resale,Strata,85,"18,000",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
LAKEVILLE,"980,000",635.08,"1,543",Mar-22,JURONG LAKE LINK,Resale,Strata,59,"16,610",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"678,000",452.09,"1,500",Mar-22,FERNVALE ROAD,Resale,Strata,42,"16,143",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
PANDAN VALLEY,"2,170,000","1,313.21","1,652",Mar-22,PANDAN VALLEY,Resale,Strata,122,"17,787",-,Condominium,1,Freehold,21,Rest of Central Region,11 to 15
SYMPHONY SUITES,"823,000",688.9,"1,195",Mar-22,YISHUN CLOSE,Resale,Strata,64,"12,859",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
MONARCHY APARTMENTS,"1,500,000","1,162.51","1,290",Mar-22,MANDALAY ROAD,Resale,Strata,108,"13,889",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
VARSITY PARK CONDOMINIUM,"2,120,000","1,797.59","1,179",Mar-22,WEST COAST ROAD,Resale,Strata,167,"12,695",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
REZI 26,"600,000",452.09,"1,327",Mar-22,LORONG 26 GEYLANG,Resale,Strata,42,"14,286",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TROPICA,"1,290,000","1,237.86","1,042",Mar-22,TAMPINES AVENUE 1,Resale,Strata,115,"11,217",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
MANDARIN GARDENS,"1,276,000","1,001.05","1,275",Mar-22,SIGLAP ROAD,Resale,Strata,93,"13,720",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,072,000","1,302.44",823,Mar-22,ELIAS ROAD,Resale,Strata,121,"8,860",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
WATERFRONT ISLE,"1,768,000","1,377.79","1,283",Mar-22,BEDOK RESERVOIR ROAD,Resale,Strata,128,"13,813",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,150,000","1,076.4","1,068",Mar-22,FLORA DRIVE,Resale,Strata,100,"11,500",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
STRATUM,"1,760,000","1,625.36","1,083",Mar-22,ELIAS ROAD,Resale,Strata,151,"11,656",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
LAKEVILLE,"2,095,000","1,302.44","1,609",Mar-22,JURONG LAKE LINK,Resale,Strata,121,"17,314",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
STRATUM,"888,000",775.01,"1,146",Mar-22,ELIAS ROAD,Resale,Strata,72,"12,333",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE MEYERISE,"3,200,000","1,313.21","2,437",Mar-22,MEYER ROAD,Resale,Strata,122,"26,230",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30
EASTPOINT GREEN,"888,000",958,927,Mar-22,SIMEI STREET 3,Resale,Strata,89,"9,978",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
AVA TOWERS,"1,620,000","1,227.1","1,320",Mar-22,AVA ROAD,Resale,Strata,114,"14,211",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ARDMORE PARK,"10,888,000","2,884.75","3,774",Mar-22,ARDMORE PARK,Resale,Strata,268,"40,627",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
DOUBLE BAY RESIDENCES,"1,380,000","1,270.15","1,086",Mar-22,SIMEI STREET 4,Resale,Strata,118,"11,695",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
NOUVEL 18,"9,504,000","2,820.17","3,370",Mar-22,ANDERSON ROAD,Resale,Strata,262,"36,275",-,Condominium,1,Freehold,10,Core Central Region,26 to 30
EIGHT COURTYARDS,"690,000",548.96,"1,257",Mar-22,CANBERRA DRIVE,Resale,Strata,51,"13,529",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
EUHABITAT,"1,510,000","1,162.51","1,299",Mar-22,JALAN EUNOS,Resale,Strata,108,"13,981",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
26 NEWTON,"1,765,736",775.01,"2,278",Mar-22,NEWTON ROAD,Resale,Strata,72,"24,524",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
BARTLEY RIDGE,"765,000",462.85,"1,653",Mar-22,MOUNT VERNON ROAD,Resale,Strata,43,"17,791",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
SELETARIS,"1,600,000","1,614.6",991,Mar-22,SEMBAWANG ROAD,Resale,Strata,150,"10,667",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
HILLINGTON GREEN,"1,880,000","1,356.26","1,386",Mar-22,HILLVIEW AVENUE,Resale,Strata,126,"14,921",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,06 to 10
PRINCIPAL GARDEN,"1,680,000",807.3,"2,081",Mar-22,PRINCE CHARLES CRESCENT,Resale,Strata,75,"22,400",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
THE TRILINQ,"1,960,000","1,345.5","1,457",Mar-22,JALAN LEMPENG,Resale,Strata,125,"15,680",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
SUNSHINE GROVE,"1,350,000","1,087.16","1,242",Mar-22,JALAN LABU MERAH,Resale,Strata,101,"13,366",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,420,000","1,076.4","1,319",Mar-22,JOO CHIAT ROAD,Resale,Strata,100,"14,200",-,Apartment,1,9999 yrs lease commencing from 1961,15,Rest of Central Region,01 to 05
CASABLANCA,"970,000","1,130.22",858,Mar-22,ROSEWOOD DRIVE,Resale,Strata,105,"9,238",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
MENDON SPRING,"1,260,000","1,065.64","1,182",Mar-22,PASIR PANJANG ROAD,Resale,Strata,99,"12,727",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
H2O RESIDENCES,"849,000",742.72,"1,143",Mar-22,FERNVALE LINK,Resale,Strata,69,"12,304",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05
THE MERCURY,"1,285,000",635.08,"2,023",Mar-22,SHANGHAI ROAD,Resale,Strata,59,"21,780",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
HIJAUAN,"1,500,600",731.95,"2,050",Mar-22,CAVENAGH ROAD,Resale,Strata,68,"22,068",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SEAHILL,"720,000",495.14,"1,454",Mar-22,WEST COAST CRESCENT,Resale,Strata,46,"15,652",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
ST MICHAEL'S CONDOMINIUM,"1,570,000","1,420.85","1,105",Mar-22,ST. MICHAEL'S ROAD,Resale,Strata,132,"11,894",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"735,000",419.8,"1,751",Mar-22,BEDOK SOUTH AVENUE 3,Resale,Strata,39,"18,846",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
THE CALROSE,"1,452,000",925.7,"1,569",Mar-22,YIO CHU KANG ROAD,Resale,Strata,86,"16,884",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
ST REGIS RESIDENCES SINGAPORE,"5,050,000","2,152.8","2,346",Mar-22,TANGLIN ROAD,Resale,Strata,200,"25,250",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,11 to 15
PALM ISLES,"835,000",947.23,882,Mar-22,FLORA DRIVE,Resale,Strata,88,"9,489",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
LE QUEST,"742,000",495.14,"1,499",Mar-22,BUKIT BATOK STREET 41,Resale,Strata,46,"16,130",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
AMBER RESIDENCES,"2,123,888","1,162.51","1,827",Mar-22,AMBER ROAD,Resale,Strata,108,"19,666",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
BEDOK RESIDENCES,"2,250,000","1,506.96","1,493",Mar-22,BEDOK NORTH DRIVE,Resale,Strata,140,"16,071",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
RIS GRANDEUR,"1,688,888","1,539.25","1,097",Mar-22,ELIAS ROAD,Resale,Strata,143,"11,810",-,Condominium,1,Freehold,18,Outside Central Region,01 to 05
THE PALETTE,"1,700,000","1,377.79","1,234",Mar-22,PASIR RIS GROVE,Resale,Strata,128,"13,281",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
ROCHELLE AT NEWTON,"2,540,000","1,506.96","1,686",Mar-22,KENG LEE ROAD,Resale,Strata,140,"18,143",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,06 to 10
LOYANG VALLEY,"1,720,000","1,905.23",903,Mar-22,LOYANG AVENUE,Resale,Strata,177,"9,718",-,Condominium,1,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05
EUHABITAT,"645,000",516.67,"1,248",Mar-22,JALAN EUNOS,Resale,Strata,48,"13,438",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
BELLE VUE RESIDENCES,"4,702,000","3,552.12","1,324",Mar-22,OXLEY WALK,Resale,Strata,330,"14,248",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
NASSIM MANSION,"8,450,000","2,852.46","2,962",Mar-22,NASSIM HILL,Resale,Strata,265,"31,887",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
RESIDENCES AT 338A,"2,640,000","1,205.57","2,190",Mar-22,RIVER VALLEY ROAD,Resale,Strata,112,"23,571",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CITY GATE,"1,400,000",678.13,"2,064",Mar-22,BEACH ROAD,Resale,Strata,63,"22,222",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
V ON SHENTON,"1,860,000",947.23,"1,964",Mar-22,SHENTON WAY,Resale,Strata,88,"21,136",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
SAVANNAH CONDOPARK,"1,310,000","1,733",756,Mar-22,SIMEI RISE,Resale,Strata,161,"8,137",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
WATERFRONT WAVES,"1,038,000",968.76,"1,071",Mar-22,BEDOK RESERVOIR ROAD,Resale,Strata,90,"11,533",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
NV RESIDENCES,"858,000",796.54,"1,077",Mar-22,PASIR RIS GROVE,Resale,Strata,74,"11,595",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CASA CAMBIO,"810,000",538.2,"1,505",Mar-22,LIM TUA TOW ROAD,Resale,Strata,50,"16,200",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE PARC CONDOMINIUM,"1,500,000",979.52,"1,531",Mar-22,WEST COAST WALK,Resale,Strata,91,"16,484",-,Condominium,1,Freehold,05,Outside Central Region,16 to 20
EURO-ASIA LODGE,"2,300,000","1,388.56","1,656",Mar-22,JOO CHIAT TERRACE,Resale,Strata,129,"17,829",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PEOPLE'S PARK COMPLEX,"965,000","1,119.46",862,Mar-22,PARK ROAD,Resale,Strata,104,"9,279",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,16 to 20
STURDEE RESIDENCES,"1,478,000",828.83,"1,783",Mar-22,BEATTY ROAD,Resale,Strata,77,"19,195",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,06 to 10
LIVIA,"1,370,000","1,259.39","1,088",Mar-22,PASIR RIS GROVE,Resale,Strata,117,"11,709",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,16 to 20
BLISS REGALIA,"780,000",645.84,"1,208",Mar-22,SING AVENUE,Resale,Strata,60,"13,000",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
THE MINTON,"1,420,000","1,463.9",970,Mar-22,HOUGANG STREET 11,Resale,Strata,136,"10,441",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
PANDAN VALLEY,"3,300,000","2,669.47","1,236",Mar-22,PANDAN VALLEY,Resale,Strata,248,"13,306",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
SHERWOOD TOWER,"1,450,000","1,539.25",942,Mar-22,JALAN ANAK BUKIT,Resale,Strata,143,"10,140",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,26 to 30
THE SIXTH AVENUE RESIDENCES,"2,660,000","1,356.26","1,961",Mar-22,SIXTH AVENUE,Resale,Strata,126,"21,111",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARK INFINIA AT WEE NAM,"2,250,000",893.41,"2,518",Mar-22,LINCOLN ROAD,Resale,Strata,83,"27,108",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
CHANGI COURT,"1,180,000",968.76,"1,218",Mar-22,UPPER CHANGI ROAD EAST,Resale,Strata,90,"13,111",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
SHEARES VILLE,"3,100,000","2,066.69","1,500",Mar-22,HOLT ROAD,Resale,Strata,192,"16,146",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
MAPLE WOODS,"3,480,000","1,786.82","1,948",Mar-22,BUKIT TIMAH ROAD,Resale,Strata,166,"20,964",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE MINTON,"1,315,800","1,237.86","1,063",Mar-22,HOUGANG STREET 11,Resale,Strata,115,"11,442",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
YISHUN SAPPHIRE,"1,250,000","1,399.32",893,Mar-22,CANBERRA DRIVE,Resale,Strata,130,"9,615",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
THE INFINITI,"1,280,000",914.94,"1,399",Mar-22,WEST COAST PARK,Resale,Strata,85,"15,059",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
D'LEEDON,"1,850,000","1,205.57","1,535",Mar-22,LEEDON HEIGHTS,Resale,Strata,112,"16,518",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,06 to 10
HAIG ELEVEN,"1,170,000",818.06,"1,430",Mar-22,HAIG AVENUE,Resale,Strata,76,"15,395",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
V ON SHENTON,"3,350,000","1,517.72","2,207",Mar-22,SHENTON WAY,Resale,Strata,141,"23,759",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,36 to 40
THE HILLIER,"780,000",505.91,"1,542",Mar-22,HILLVIEW RISE,Resale,Strata,47,"16,596",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
KINGSFORD WATERBAY,"620,000",473.62,"1,309",Mar-22,UPPER SERANGOON VIEW,Resale,Strata,44,"14,091",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
LIVIA,"930,888",882.65,"1,055",Mar-22,PASIR RIS GROVE,Resale,Strata,82,"11,352",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
ICON,"1,745,000",936.47,"1,863",Mar-22,GOPENG STREET,Resale,Strata,87,"20,057",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,41 to 45
THE CRISTALLO,"700,000",516.67,"1,355",Mar-22,LORONG K TELOK KURAU,Resale,Strata,48,"14,583",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE SANCTUARY @ GEYLANG,"758,000",559.73,"1,354",Mar-22,LORONG 30 GEYLANG,Resale,Strata,52,"14,577",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE GLADES,"910,000",581.26,"1,566",Mar-22,BEDOK RISE,Resale,Strata,54,"16,852",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
THE PALETTE,"900,000",742.72,"1,212",Mar-22,PASIR RIS GROVE,Resale,Strata,69,"13,043",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"3,400,000","1,689.95","2,012",Mar-22,KEPPEL BAY VIEW,Resale,Strata,157,"21,656",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
PINE GROVE,"1,890,000","1,754.53","1,077",Mar-22,PINE GROVE,Resale,Strata,163,"11,595",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,11 to 15
THE AZURE,"3,030,000","1,711.48","1,770",Mar-22,OCEAN DRIVE,Resale,Strata,159,"19,057",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
MARINA ONE RESIDENCES,"1,758,100",731.95,"2,402",Mar-22,MARINA WAY,Resale,Strata,68,"25,854",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
RIVERSIDE MELODIES,"2,986,800","2,378.84","1,256",Mar-22,ST. MICHAEL'S ROAD,Resale,Strata,221,"13,515",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE GREENWICH,"1,048,888",904.18,"1,160",Mar-22,SELETAR ROAD,Resale,Strata,84,"12,487",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
MARINA BAY SUITES,"3,100,000","1,614.6","1,920",Mar-22,CENTRAL BOULEVARD,Resale,Strata,150,"20,667",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,21 to 25
SMART SUITES,"1,048,000",882.65,"1,187",Mar-22,SIMS AVENUE,Resale,Strata,82,"12,780",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
BOTANNIA,"1,850,000","1,270.15","1,457",Mar-22,WEST COAST PARK,Resale,Strata,118,"15,678",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
MANDALAY TOWERS,"3,200,000","2,508.01","1,276",Mar-22,MANDALAY ROAD,Resale,Strata,233,"13,734",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
BARTLEY RIDGE,"1,300,000",850.36,"1,529",Mar-22,MOUNT VERNON ROAD,Resale,Strata,79,"16,456",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE LAKEFRONT RESIDENCES,"1,370,000","1,001.05","1,369",Mar-22,LAKESIDE DRIVE,Resale,Strata,93,"14,731",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,06 to 10
BEACON HEIGHTS,"855,000",667.37,"1,281",Mar-22,MAR THOMA ROAD,Resale,Strata,62,"13,790",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20
